Business_ID,Industry,Business_Structure,Revenue_Streams,Property_Ownership_vs_Leasing,Current_Tax_Strategy,Years_in_Business,Previous_Tax_Liabilities,Gross_Revenue,Net_Income,Taxable_Income,Income_Growth_Rate,Operating_Expenses,Payroll_Expenses,Retirement_Plan_Contributions,Healthcare_Expenses,Depreciation_and_Amortization,Interest_Expenses,R&D_Expenses,R&D_Credits,Energy_Efficiency_Credits,Work_Opportunity_Tax_Credit (WOTC),Employee_Retention_Credits (ERC),Carryforwards_and_Carryback,Home_Office_Deduction,Fixed_Assets,Capital_Expenditures,Vehicle_Use_for_Business,Major_Asset_Sales,Capital_Gains_and_Losses,Outstanding_Debt,Interest_Payments,Loan_Type,Business_Investments,Sales_Tax_Obligations,Inventory_Method,Number_of_Employees,Employee_Salaries_&_Wages,Bonuses_and_Incentives,Retirement_Contributions_for_Employees,Health_Benefits_Provided,R&D_Credit_Eligible,ERC_Eligible,WOTC_Eligible,Energy_Credit_Eligible,Home_Office_Eligible
10081,Tech,LLC,Subscription,Leasing,Balanced,20,44279,3617741,4325115,1789736,0.18852464282587805,1185123,4845925,26426,25116,40422,35881,466612,1469,2886,2402,23778,46514,4414,438583,58767,24608,57732,65316,880181,30165,Short-term,84538,45706,Weighted Average,259,2895780,136824,125756,134535,1,0,1,1,1
10082,Finance,LLC,Software Sales,Leasing,Aggressive,14,49251,6268563,2926280,1610234,0.23110148682909437,604668,3311394,37427,23667,36208,2044,269670,37493,2653,16880,22821,33979,1110,409029,77302,28898,51921,4418,243127,42977,Short-term,329158,12548,FIFO,14,4133942,25507,116641,281602,1,0,1,1,1
10083,Finance,S-Corp,Subscription,Leasing,Aggressive,27,28888,3556653,2988687,91707,-0.04306225163876476,64331,2837364,42277,80057,32213,47691,103863,4259,9280,19783,4695,25351,4053,332038,54954,2919,45499,-12810,514434,14144,Long-term,286667,16115,Weighted Average,66,2917596,125225,486852,78481,1,0,1,1,1
10084,Tech,Sole Proprietorship,E-commerce,Owning,Aggressive,29,22630,5529219,1466842,320833,0.06901135268195147,771393,3364513,33551,79205,8367,36199,432716,36390,4864,13275,11530,15445,4793,243229,93365,32171,6840,-23986,151295,5417,Long-term,377429,10843,Weighted Average,480,2134564,111282,470406,84888,1,0,1,1,1
10085,Tech,LLC,Software Sales,Owning,Aggressive,15,40144,575595,2381256,3739100,0.22005403921959993,1034348,2445678,26277,32302,80026,25363,199121,10292,2514,14915,14312,48583,3937,323588,90757,47241,65077,75563,189238,20368,Line of Credit,206615,37945,Weighted Average,351,3130806,173567,292207,86022,1,0,1,1,1
10086,Tech,C-Corp,Consulting,Leasing,Conservative,28,36182,9954352,3739024,1128963,0.2947255654825282,1713481,1686644,37489,16283,36362,47694,335510,26841,3969,909,18972,1160,3963,437485,30102,21599,31440,-48220,49369,12377,Long-term,484187,40979,Weighted Average,459,287800,192958,286466,182472,1,0,1,1,1
10087,Tech,C-Corp,Consulting,Leasing,Conservative,3,30538,1988806,4446650,1917145,0.24475965552188156,845992,3136813,47212,35935,52588,2582,473533,28365,3284,15806,14318,22361,4942,71748,39433,17965,35183,-7808,882811,13724,Short-term,110879,41641,Weighted Average,342,2595326,71559,220618,77628,1,0,1,1,1
10088,Healthcare,LLC,Subscription,Owning,Balanced,8,16824,2248091,3752418,2323785,-0.014266368687811615,1908873,1623560,11637,77534,39285,15374,452333,17207,7740,372,18166,7041,782,51190,20932,48003,96172,54875,865824,3552,Line of Credit,95629,4841,LIFO,195,1477556,1982,279837,192929,1,0,1,1,1
10089,Manufacturing,LLC,Consulting,Owning,Conservative,16,37125,4061676,2331608,4034420,-0.1024167413906748,984190,2303673,45258,99342,75755,2308,56096,36199,4566,1344,22331,18767,1116,50318,30714,49478,2389,49129,987030,27772,Short-term,343974,7416,FIFO,114,1687349,130128,145313,467583,1,0,1,1,1
10090,Manufacturing,Sole Proprietorship,Software Sales,Owning,Conservative,10,11979,1860462,3980010,874874,0.04469626870329435,620198,3485488,37693,36624,72846,22301,138982,22912,2196,8515,22978,10846,1750,178090,62803,15434,55076,-6077,809093,41650,Line of Credit,312682,11633,Weighted Average,159,3609974,148218,427994,177599,1,0,1,1,1
10091,Tech,Sole Proprietorship,Consulting,Owning,Balanced,4,31189,4158848,3691771,929493,0.1708207259180211,417891,3030745,11824,18440,37307,9793,474599,36919,789,2431,19904,38644,2576,134078,44743,47246,66299,39196,680951,31168,Line of Credit,314454,38653,FIFO,161,4364899,186915,369523,80648,1,0,1,1,1
10092,Manufacturing,S-Corp,E-commerce,Leasing,Balanced,18,47600,909178,4129441,818799,0.04628453537664878,1004210,4654068,28950,51501,96167,2620,333329,36981,3475,19168,26355,19924,4027,49759,7552,37649,89461,-47605,343862,17816,Short-term,409124,1594,Weighted Average,254,4787039,77737,279795,289081,1,0,1,1,1
10093,Manufacturing,Sole Proprietorship,E-commerce,Owning,Balanced,2,17504,8032310,1010652,3573716,0.04159043165683424,520201,3312923,25488,92333,81280,30883,50248,15235,9856,10585,11324,45657,3336,288642,61627,2999,92085,52449,720595,7740,Long-term,120266,15393,LIFO,472,2166909,83446,162038,178744,1,0,1,1,1
10094,Tech,C-Corp,Subscription,Leasing,Conservative,17,25669,4877402,2238370,3547447,0.21911521054090027,1570813,3205741,41008,6269,20867,38534,205728,41757,1309,15462,28149,13882,4387,35989,50987,15849,39023,71747,280114,32059,Long-term,193362,36380,LIFO,385,804402,89567,276419,252634,1,0,1,1,1
10095,Manufacturing,C-Corp,Software Sales,Leasing,Conservative,13,11910,7034106,1598485,919459,-0.019298110466406837,1061566,2508714,2215,12868,57523,38960,395167,33547,864,1695,3218,14738,1487,166640,84810,11903,50029,96851,57922,3738,Long-term,451850,46056,Weighted Average,428,1459485,24636,50606,11112,1,0,1,1,1
10096,Finance,LLC,E-commerce,Leasing,Balanced,4,39964,7586327,1617343,2221533,0.2298973374058228,1064863,226486,42067,35251,85161,40390,458428,48119,5389,1907,20141,21019,3875,389179,50380,48468,39941,21028,503614,43675,Long-term,279843,23743,Weighted Average,15,1008892,83850,6658,438761,1,0,0,1,1
10097,Retail,Sole Proprietorship,E-commerce,Owning,Aggressive,26,25131,2662605,3375495,1862744,0.0034024004758617665,1932994,436888,13523,82909,7378,7093,468917,43810,3363,17164,4016,1095,3631,338721,34250,6445,88993,88183,827187,1065,Short-term,236241,32971,Weighted Average,37,398976,159404,230571,492233,1,0,0,1,1
10098,Retail,S-Corp,Software Sales,Owning,Balanced,25,30227,821037,3435744,2331136,-0.035883447160830306,751576,3566597,12364,89523,85685,23259,79888,19276,8215,1019,2837,38669,4192,377375,73344,36396,53950,91056,655214,22262,Line of Credit,256249,5861,LIFO,155,2167680,183506,77468,320499,1,0,1,1,1
10099,Tech,C-Corp,Consulting,Owning,Aggressive,11,10978,5607683,805612,3681644,0.02699495559984949,1078644,845988,5153,43729,77958,21655,206354,31923,3003,11457,26957,40983,3958,171171,69686,19040,86959,43176,29416,6058,Short-term,71912,38534,LIFO,486,3464102,84866,412464,85561,1,0,1,1,1
10100,Healthcare,C-Corp,Consulting,Owning,Aggressive,7,26991,6517954,4044528,3883139,0.1812234793374342,1647324,560428,25834,20734,28926,34005,240346,5534,8502,1403,22384,45679,3397,362044,50028,1246,76054,-23076,23672,16875,Long-term,150327,37126,FIFO,432,4262546,193343,422653,175154,1,0,1,1,1
10101,Tech,S-Corp,Subscription,Leasing,Balanced,12,22153,1121469,2126475,3133510,-0.13699898606800287,907198,4467632,36474,47429,99707,32629,94533,26469,1231,17810,16312,14123,73,443855,20295,32153,65363,-17423,486684,26210,Long-term,84183,15846,LIFO,27,479099,63726,175799,128181,1,0,1,1,1
10102,Healthcare,S-Corp,Consulting,Owning,Balanced,10,38548,6856350,2191912,4225224,-0.10179039206399132,1639282,2099706,45066,46337,14180,24610,41954,36074,7959,8855,7034,28132,1359,376823,60248,6212,61742,88783,138145,11603,Short-term,65282,27177,Weighted Average,492,3280416,81901,154273,70482,0,0,1,1,1
10103,Retail,C-Corp,Software Sales,Owning,Balanced,7,47676,5879277,3194311,4487395,0.27572241283154597,1356926,1738782,36335,45325,93837,22602,351863,35670,2711,5868,7309,1079,1091,295626,85205,4339,97896,35548,712356,15674,Line of Credit,63249,34682,FIFO,12,3657310,142180,46150,89098,1,0,1,1,1
10104,Tech,C-Corp,E-commerce,Leasing,Conservative,13,44071,2992371,335622,892050,-0.11225418630932132,1721044,4315665,12400,88600,37931,21409,139876,32563,6581,10839,14379,29657,4853,341356,15523,24142,45215,75093,870527,41990,Short-term,43176,19228,LIFO,67,2643223,69896,251220,414520,1,0,1,1,1
10105,Finance,S-Corp,Consulting,Owning,Aggressive,7,8983,7070199,2012889,2401216,0.08386365896552728,1855295,2899190,12345,67514,25014,12110,223777,46159,7705,10,4239,45278,1941,458477,50530,20394,47857,85168,10064,22293,Short-term,13163,35763,LIFO,30,2145542,174625,488107,395122,1,0,1,1,1
10106,Manufacturing,C-Corp,Subscription,Leasing,Conservative,24,14503,563001,1956862,2607587,0.08965723333096892,1090913,407172,35896,13433,97472,7073,262739,36486,421,6330,12128,32375,3148,490533,18769,36136,55476,16555,78835,28097,Short-term,321354,25009,Weighted Average,96,1140678,41880,282143,66625,1,0,0,1,1
10107,Healthcare,LLC,Consulting,Leasing,Conservative,17,34921,6111493,4076390,304237,0.044812231025122384,1220314,624673,21894,14111,80872,36310,291736,21,9965,15061,20812,24754,4303,302192,68042,13186,28173,39848,211457,9253,Line of Credit,128844,1094,FIFO,215,3445298,53077,256775,475767,1,0,1,1,1
10108,Manufacturing,LLC,Software Sales,Leasing,Balanced,10,21905,2922136,1446436,2554719,0.12237262428840928,267667,265658,30899,68753,59502,16282,40643,34268,946,9230,29669,31153,1244,406281,49645,35607,9395,-41746,933143,38897,Short-term,371731,42452,LIFO,194,2699628,4625,273520,448101,0,0,0,1,1
10109,Manufacturing,S-Corp,Subscription,Leasing,Conservative,29,28953,615693,717540,1948911,-0.0850866371011908,676521,1500641,42635,85583,88736,11195,254793,41802,9378,19209,15856,18344,1285,405252,95743,39973,59768,75410,257795,6818,Short-term,236352,16100,LIFO,135,1687095,39237,318817,396503,1,0,1,1,1
10110,Tech,Sole Proprietorship,Consulting,Leasing,Balanced,10,31806,2736722,2245690,4042981,0.07633113388837409,1052321,1740283,30229,78620,6470,2537,324809,15799,1834,7464,9611,34241,4505,45814,67142,5395,84743,87037,414271,33569,Long-term,339123,33917,Weighted Average,290,723446,2223,270620,343390,1,0,1,1,1
10111,Manufacturing,S-Corp,Subscription,Leasing,Aggressive,24,27168,7918114,1638236,1459920,-0.013913372376551436,534241,764085,7583,26751,97395,18138,414039,26336,1564,14746,4150,37656,3036,200766,30557,16290,46229,53025,986724,20651,Short-term,83860,18430,FIFO,32,251360,191375,253465,284732,1,0,1,1,1
10112,Finance,S-Corp,Software Sales,Leasing,Balanced,4,9583,339017,4755815,2219441,0.1308336298145945,907099,761993,6897,21453,15953,45328,268116,3641,7332,3003,25906,4979,770,420140,84782,23151,26639,80509,359738,40774,Long-term,157215,36571,FIFO,373,889946,66197,337046,388054,1,0,1,1,1
10113,Manufacturing,Sole Proprietorship,E-commerce,Leasing,Conservative,20,43714,514994,3032410,2777946,-0.12938822831342528,1420791,735571,8001,90844,39507,47202,278026,21596,4944,7195,11109,1212,1843,401637,83382,4691,62583,-17037,956931,9201,Long-term,272064,25974,FIFO,39,2860689,75693,358413,138658,1,0,1,1,1
10114,Tech,Sole Proprietorship,Software Sales,Owning,Conservative,4,44896,1041768,1454355,3788529,0.08543870841973811,1166640,838282,45881,43968,93969,41164,197466,32959,1308,19472,1446,9001,73,70204,42085,8470,28924,-46727,651204,7462,Long-term,87911,32129,FIFO,352,4100570,112555,214066,30967,1,0,1,1,1
10115,Finance,Sole Proprietorship,Software Sales,Owning,Balanced,22,16889,5812044,2725480,3598818,-0.10736482230833816,976255,481761,6567,35077,92493,25207,464271,13306,2986,13662,26016,13248,1660,42844,55708,4841,72969,-34670,916740,38697,Line of Credit,305140,48234,Weighted Average,427,3824379,38760,461094,402297,1,0,0,1,1
10116,Retail,LLC,Software Sales,Owning,Balanced,7,32413,8143846,3474083,1489466,-0.060678468442481814,1437231,3445715,11271,39775,7523,21619,154841,46182,386,13739,11936,33187,4349,258827,56357,38116,30104,26422,878948,49134,Long-term,409964,21860,LIFO,427,4324395,111174,103331,490656,1,0,1,1,1
10117,Manufacturing,C-Corp,Software Sales,Owning,Conservative,22,17275,1176941,2514722,1401236,-0.0906450998382084,1551181,4112748,49116,63144,87923,25845,25020,8587,6131,15588,11036,15608,819,255256,18470,18776,37594,72089,861098,30541,Short-term,361215,8276,LIFO,206,3002856,128192,418831,296400,0,0,1,1,1
10118,Tech,LLC,E-commerce,Leasing,Aggressive,1,7461,565982,2951092,2128062,-0.10858111006559146,427974,2584469,13703,53570,58190,25310,435964,31359,9353,1789,6468,36427,3818,354087,83712,7060,3664,-46788,205346,7748,Short-term,479467,1551,FIFO,387,593681,190038,16164,199420,1,0,1,1,1
10119,Retail,C-Corp,E-commerce,Owning,Aggressive,12,19291,2638568,2300229,2396632,0.21285547578033348,1527572,327942,15329,51097,48761,38899,364765,21498,3258,19420,14021,31368,331,31518,84082,28584,10528,37594,914726,20329,Long-term,52252,49248,FIFO,430,1138346,30024,306460,428268,1,0,0,1,1
10120,Retail,LLC,Subscription,Leasing,Balanced,24,16435,373146,1572534,1874907,-0.05714621616955484,1839550,3904456,37509,29503,32169,31562,347518,4662,6121,7598,22174,5283,1421,420275,11805,49293,28190,82152,283010,2703,Long-term,389878,9486,FIFO,416,3140309,24202,204632,400265,1,0,1,1,1
10121,Healthcare,C-Corp,Consulting,Owning,Aggressive,13,32935,5553174,1772907,3901774,0.26356189093222465,547466,3855204,8256,7779,46641,29036,44912,37094,4811,4838,4175,25854,3655,33052,87324,5300,66033,-17325,13889,25870,Short-term,461395,18527,LIFO,43,819800,120414,165631,222044,0,0,1,1,1
10122,Finance,LLC,E-commerce,Owning,Conservative,10,38453,6224152,2565967,3673795,0.2849632626725954,576119,347462,2228,91840,23990,9697,12879,41833,6574,5872,15390,10715,4931,266346,99884,4338,61161,-27993,128194,35747,Long-term,404666,10745,LIFO,484,4399689,52524,330112,228423,0,0,0,1,1
10123,Manufacturing,Sole Proprietorship,E-commerce,Owning,Balanced,15,23544,1264795,4725112,3517084,0.08563023496854866,153248,3938207,26746,5755,30661,18513,33798,27197,6697,11367,5080,16165,1691,79803,67028,6487,73177,63805,134714,10886,Line of Credit,57756,42128,FIFO,337,68838,175980,202872,199551,0,0,1,1,1
10124,Tech,S-Corp,Consulting,Leasing,Conservative,27,17258,9877938,2920574,4367802,-0.1284994386671368,1171882,4554350,18678,44263,14419,44039,107791,20719,3933,4299,15471,34108,4550,81524,55772,37282,70179,32641,975730,934,Long-term,317379,13997,Weighted Average,496,2650174,168139,145119,352876,1,0,1,1,1
10125,Healthcare,LLC,E-commerce,Owning,Conservative,13,35841,7230030,2938939,3439752,-0.012725878310209382,184726,431773,39052,60087,15457,4145,483042,24665,1439,17357,14893,26797,4408,234582,57104,30529,70592,45815,565623,43498,Line of Credit,357690,19330,LIFO,259,2748627,141432,443201,463416,1,0,0,1,1
10126,Finance,C-Corp,Software Sales,Leasing,Aggressive,23,15736,2777747,4036280,3840986,0.198866131674107,1847156,2440630,48032,47281,68600,28818,177145,43239,6169,7083,17248,47573,227,361716,78616,31262,32899,-3185,60547,34974,Line of Credit,398236,41078,LIFO,249,4313633,99228,208195,224697,1,0,1,1,1
10127,Healthcare,Sole Proprietorship,Software Sales,Leasing,Balanced,22,42643,2509381,2094940,763858,-0.016304635651464783,964131,4573167,48158,56482,77102,31544,337935,25032,4480,5494,23244,10584,2881,411896,94300,12280,70979,33482,167234,25144,Line of Credit,392946,39585,FIFO,74,2637298,105755,404793,486356,1,0,1,1,1
10128,Finance,LLC,Consulting,Owning,Balanced,22,48950,7126492,2149409,2858907,-0.15649139084860564,727910,2840514,25185,59857,34085,14100,329127,12641,55,11317,16009,14780,4953,77021,11630,44075,17241,-49361,754809,38993,Long-term,216325,25829,Weighted Average,373,3571141,145013,481387,140145,1,0,1,1,1
10129,Finance,LLC,Subscription,Owning,Aggressive,21,39964,8409411,3222382,84816,0.07839245546409396,394169,2805126,35686,22400,98064,21104,436221,41964,3324,19790,25047,37905,2865,221321,20701,29804,46211,13593,690047,18788,Line of Credit,375565,44336,FIFO,319,875327,16993,139942,405722,1,0,1,1,1
10130,Manufacturing,Sole Proprietorship,Subscription,Owning,Conservative,22,33044,6959216,3931857,44138,0.22256042574801738,720270,4276399,13445,45115,51654,5067,487947,30028,6777,3129,6217,21573,2575,292187,19859,10915,63472,28038,895188,4459,Line of Credit,407880,9070,FIFO,367,4973225,15620,39094,108120,1,0,1,1,1
10131,Finance,LLC,Consulting,Leasing,Conservative,28,44933,3043295,4587871,4203960,0.19796319357175118,110417,2737364,35266,19249,7130,37963,133922,45494,105,104,5672,33359,4522,12419,26183,12158,74248,43899,283139,47789,Long-term,333779,2320,Weighted Average,296,3286152,124271,322473,161781,1,0,1,1,1
10132,Healthcare,S-Corp,Consulting,Owning,Conservative,9,20997,3383616,341464,3276904,-0.11243842993482339,733611,3633638,4809,51825,3042,31728,159472,15651,3201,7433,1502,526,464,197964,45438,9621,73757,-46264,459704,11643,Line of Credit,290369,24507,Weighted Average,274,3091487,21193,145289,199607,1,0,1,1,1
10133,Finance,LLC,Software Sales,Leasing,Conservative,26,19215,177175,4789400,3904044,0.13638230720623334,448638,2727892,39729,29600,71134,33317,274097,8536,669,7689,21068,7855,277,131831,47244,11547,31346,-33527,12631,40093,Long-term,204245,39921,Weighted Average,323,4053415,52559,350282,316984,1,0,1,1,1
10134,Manufacturing,S-Corp,Subscription,Leasing,Balanced,9,38069,2178808,2723829,261552,-0.08974786828217646,1080560,97593,43785,42706,43982,32416,106410,45712,8934,3567,1410,43463,4114,254688,79312,24177,81196,78771,962458,39615,Short-term,374029,7589,LIFO,359,340217,22248,71141,255512,1,0,0,1,1
10135,Manufacturing,S-Corp,E-commerce,Owning,Balanced,15,28911,1457453,168581,83764,-0.0908962327239139,1157888,701252,38547,24222,99422,43012,125155,6273,966,17565,3770,34060,65,111799,20021,47253,77124,75801,147039,46109,Line of Credit,90333,28459,FIFO,190,264042,177924,158415,384791,1,0,1,1,1
10136,Healthcare,Sole Proprietorship,Software Sales,Owning,Aggressive,10,22030,3111786,3902256,2260182,0.23703588665259256,212458,912473,44818,46139,66185,41049,154607,6284,307,4644,10097,29482,4262,420356,74863,3459,42220,57598,884726,23040,Long-term,176297,16589,LIFO,138,245683,137099,133307,201659,1,0,1,1,1
10137,Retail,LLC,Consulting,Leasing,Aggressive,24,34334,195028,388540,1937951,-0.07516552362988493,1151867,136202,36886,46302,34477,3509,206608,25692,2138,14966,21043,16571,402,446700,60565,29768,17942,36623,359422,35981,Short-term,277951,37375,Weighted Average,436,1284123,64410,186894,69321,1,0,0,1,1
10138,Retail,Sole Proprietorship,Subscription,Leasing,Balanced,26,19571,1658242,551590,356462,-0.06837632674099442,813567,2184758,8391,99684,53709,22400,468255,8817,109,11330,4001,31740,3983,204941,53043,39041,49167,-13180,598759,30469,Line of Credit,481490,44085,LIFO,457,1312179,5260,411219,244855,1,0,1,1,1
10139,Finance,LLC,E-commerce,Leasing,Balanced,25,47719,4419453,1468412,929855,-0.19967330461935023,544608,3279497,2145,92838,29716,49270,252712,28955,3632,4394,28080,19142,4504,186282,78150,43225,36373,7589,309260,12061,Line of Credit,11402,44200,Weighted Average,302,1348142,38596,457754,53202,1,0,1,1,1
10140,Tech,LLC,E-commerce,Owning,Conservative,29,33927,5048008,3410492,1454718,0.23533451706275882,1040462,128542,15929,73159,79137,7533,343173,26555,6728,3534,19867,25104,3478,329744,69361,39191,67143,-31586,888548,23078,Long-term,9521,34168,Weighted Average,311,2189815,10012,430305,197660,1,0,0,1,1
10141,Finance,C-Corp,Software Sales,Leasing,Conservative,10,25714,5545315,1680369,2197280,0.19629740660456735,1555963,1427158,26326,13646,37018,15670,4055,20378,5684,12388,20946,8625,3444,388611,6245,18434,2016,77378,437443,13287,Short-term,199237,27732,FIFO,430,4315520,26823,451811,144162,0,0,1,1,1
10142,Healthcare,LLC,Subscription,Owning,Aggressive,8,48541,8652442,922328,848301,0.11366446754533899,697044,1845932,31991,18543,9061,4932,300314,41182,6499,11319,598,39199,4692,350641,46011,39247,69110,-25780,667302,7012,Long-term,255885,32511,FIFO,331,2892040,74851,350341,331375,1,0,1,1,1
10143,Healthcare,Sole Proprietorship,Subscription,Leasing,Balanced,24,28387,2467555,4859479,4220266,0.17513288196942112,993417,2682762,49685,99496,9609,48363,229016,17127,1915,6475,25567,15926,4419,118611,15355,16419,46309,10531,581952,11096,Line of Credit,381837,23426,FIFO,444,1325068,48027,349462,293696,1,0,1,1,1
10144,Healthcare,S-Corp,Consulting,Leasing,Aggressive,16,33444,9718395,3160691,4386657,-0.12397571628775411,1943782,1653906,39333,27785,36371,46809,238657,49614,556,18158,26508,31218,3039,147559,53692,36017,7274,60002,693429,32246,Line of Credit,13382,31982,LIFO,353,4509191,84794,166101,235743,1,0,1,1,1
10145,Healthcare,LLC,Subscription,Owning,Balanced,17,24921,3112359,1408097,152935,0.029161797293787706,435105,3726434,18576,83353,84021,39328,362120,17952,7619,14728,10976,44472,1437,332836,54004,36577,15748,-40613,97342,20430,Line of Credit,378140,17746,FIFO,484,554396,26099,84023,221299,1,0,1,1,1
10146,Healthcare,C-Corp,Subscription,Leasing,Conservative,26,18057,9814177,3350354,4091889,-0.024390306325609568,1819785,465433,41405,36406,21805,37784,290395,11539,104,12006,19425,26380,428,72112,34714,3921,20175,26815,24407,48450,Line of Credit,20065,29514,Weighted Average,282,1273282,102427,449540,436957,1,0,0,1,1
10147,Manufacturing,Sole Proprietorship,Software Sales,Owning,Aggressive,27,29858,9905436,1344315,1378306,-0.15311173687149177,1428791,4829291,30464,93992,8857,24723,397748,46761,2047,16150,24544,20566,2682,434326,22198,5676,11826,-22416,123926,30701,Short-term,352614,4851,FIFO,411,3726196,37992,319106,293805,1,0,1,1,1
10148,Retail,LLC,Subscription,Owning,Aggressive,5,49638,2514165,2625508,2190205,0.04306524260746203,1772835,100140,10243,56428,12620,1719,135996,46219,145,446,6391,33205,2777,249040,71951,21425,83008,-5217,331345,19187,Short-term,19425,20796,LIFO,166,4007422,120942,380181,182097,1,0,0,1,1
10149,Healthcare,Sole Proprietorship,E-commerce,Leasing,Balanced,4,31062,7304776,2426219,4320650,0.2603698251713177,1323659,1525554,33601,28777,9177,1074,48037,14692,873,108,23671,43548,3378,288504,6652,36185,34129,74494,876525,36489,Long-term,280255,11498,FIFO,278,4880787,118886,175114,409308,0,0,1,1,1
10150,Tech,C-Corp,Software Sales,Owning,Conservative,18,41850,3308823,1408311,1409391,-0.17997044047465277,1996850,1594645,4410,62939,31111,27498,471298,18120,298,3239,16450,29717,392,452626,48625,14463,70009,65814,457564,30683,Long-term,176871,33852,FIFO,26,2069871,143049,92601,438890,1,0,1,1,1
10151,Tech,C-Corp,Software Sales,Owning,Aggressive,24,25567,7557918,4560784,4350518,-0.05426954325310307,1023466,1457307,3820,58026,89578,32345,92115,13334,3238,5931,14908,49984,4541,243451,90982,26474,23490,80752,747341,21258,Long-term,58257,35592,FIFO,470,4538382,188306,474596,141642,1,0,1,1,1
10152,Tech,Sole Proprietorship,Consulting,Leasing,Conservative,19,34739,5151646,1339467,2622153,-0.09622953189714828,654151,3756962,37289,91450,85181,21541,464837,28615,8837,4053,24507,41756,341,231490,23740,41935,41435,91929,552166,1582,Line of Credit,391134,45845,LIFO,453,1933894,179448,89859,415300,1,0,1,1,1
10153,Tech,LLC,Subscription,Owning,Aggressive,4,48285,3725654,214074,893329,-0.08092667316715185,61777,3240786,40650,34553,90941,46929,340070,7903,6382,13746,11590,25135,132,355182,8810,2469,75017,23588,93100,41905,Long-term,197249,16930,Weighted Average,419,50881,166050,95933,337987,1,0,1,1,1
10154,Manufacturing,S-Corp,Consulting,Owning,Conservative,28,8754,385711,2620466,1770085,0.2542172759396876,66250,4686103,36635,28548,12826,35917,472032,28527,2511,1245,16279,28164,264,476383,21569,8292,8520,98067,875061,31332,Short-term,394957,46317,Weighted Average,450,3263899,10218,50957,463968,1,0,1,1,1
10155,Tech,C-Corp,E-commerce,Owning,Balanced,7,32044,5378172,3705180,2066110,0.03403452711714505,1928042,3461001,9465,68221,14890,27028,482870,15629,6596,19104,2750,8953,4188,275161,84120,26409,91951,-36420,458636,46391,Long-term,348190,43881,Weighted Average,483,3065313,22788,350008,341422,1,0,1,1,1
10156,Healthcare,LLC,Software Sales,Leasing,Aggressive,10,6724,9611997,4533120,3124562,0.03314970646990939,911372,3426403,34439,42265,83428,30545,70400,17740,783,13839,25045,38562,1685,358405,31783,24526,83106,-31760,504308,46310,Long-term,304995,48900,FIFO,73,4432119,21501,393502,248350,1,0,1,1,1
10157,Finance,LLC,Software Sales,Owning,Aggressive,25,6376,7012880,840645,476542,0.18028782122764114,1370850,1808594,29314,45701,59031,15033,99525,33782,4992,12856,9916,3574,1434,201196,83047,24465,61877,33446,233059,47401,Short-term,13816,42590,FIFO,115,2428247,104733,310883,104328,1,0,1,1,1
10158,Tech,S-Corp,Software Sales,Leasing,Conservative,18,13706,675919,3337093,4179394,-0.12275389799753711,495147,3631420,46229,56287,76020,32673,363308,26708,370,5105,6806,20169,1660,257418,14471,31955,19798,54533,577456,18476,Short-term,476069,22159,LIFO,51,2388048,16210,305877,403981,1,0,1,1,1
10159,Manufacturing,C-Corp,E-commerce,Leasing,Conservative,19,13894,3431106,1067481,3020672,0.04363267705002538,1773282,2399127,21583,11727,6495,31974,223457,10860,486,2922,6429,21604,3817,231370,11163,27785,54638,30974,260396,38876,Line of Credit,7175,30536,Weighted Average,369,661627,129476,50389,136355,1,0,1,1,1
10160,Manufacturing,C-Corp,E-commerce,Owning,Aggressive,4,23037,9341354,3644804,2102087,0.01499260706052985,940041,3953439,29155,55717,29481,24097,224174,17438,7378,2513,8123,24134,2354,454165,68087,22033,69072,23401,784769,6026,Short-term,278485,25252,FIFO,402,725051,75225,165787,248340,1,0,1,1,1
10161,Tech,LLC,Consulting,Owning,Balanced,10,23450,522381,112507,466674,0.09845534527332805,1808698,1905618,40871,37427,12267,37975,141774,1764,3196,2801,28561,49069,265,199340,67071,7931,67309,93283,327006,31586,Short-term,331052,25003,FIFO,171,1017807,177561,175188,296342,1,0,1,1,1
10162,Finance,LLC,Consulting,Owning,Conservative,1,21406,1076433,1155710,122409,0.2997788516252193,35216,4650239,14197,21692,7743,28608,368876,6009,9552,13895,18015,23202,4741,76320,21065,2091,29894,-46354,38004,22063,Long-term,161726,41186,FIFO,268,4498791,64721,324066,71201,1,0,1,1,1
10163,Tech,S-Corp,Consulting,Leasing,Conservative,23,34725,8322462,2388377,3668104,0.18472444704102353,366293,2887448,31511,36625,55800,24525,15385,20842,4287,6981,6452,684,1136,496772,88456,26772,62963,-7184,816903,6972,Short-term,459111,36139,LIFO,3,244320,174725,454467,345415,0,0,0,1,1
10164,Manufacturing,S-Corp,Subscription,Owning,Conservative,18,10926,5000164,4437373,2035141,-0.0010671484912864182,547297,1261661,17424,29918,49773,16043,271480,42372,2261,8221,17158,37001,4549,245067,53348,17363,54567,39460,534252,3275,Line of Credit,64696,40836,Weighted Average,210,4758265,173022,460010,222810,1,0,1,1,1
10165,Retail,C-Corp,Software Sales,Owning,Aggressive,5,44019,6436356,856564,3865258,0.21377652613702347,896336,3474524,2240,46136,58042,42846,327565,48780,9148,6038,15456,49729,4926,222373,24154,29490,35326,-5888,626108,16328,Long-term,193961,23205,LIFO,376,3522896,140988,22580,450415,1,0,1,1,1
